SRID,IncidentGlobalID,SRCreatedDate,InsCreatedDate,WOCreatedDate,SRCategory,BoroughCode,RiskRating
23795224,492AFDDA-26DC-470F-9B2E-24B0A8EB46E3,2022-06-19 17:57:27,2022-08-08 11:32:29,2022-08-08 11:35:29,Illegal Tree Damage,Queens,8.0
23024232,8105F0B4-040D-474B-B781-8E89315B9B58,2022-02-14 18:54:00,2022-02-14 17:13:32,2022-02-14 17:18:03,Prune,Queens,8.0
24324012,BE33E7F6-43B4-4732-8ECB-780872A3E894,2022-08-24 19:11:32,,,Remove Debris,Brooklyn,
23800132,7CECB9C5-9185-46F4-A22F-D23C6E0FA35B,2022-06-21 05:06:00,2022-08-02 13:18:37,,Prune,Brooklyn,5.0
23063123,7E1A727A-61D4-4D5B-B94F-E889B287159F,2022-02-18 19:10:44,2022-02-18 21:36:38,2022-02-18 21:37:00,Hazard,Brooklyn,
23562490,772F8460-C723-4C2C-8198-D03DD9E0988D,2022-05-15 17:25:19,2022-05-17 17:01:49,,Hazard,Queens,8.0
24356397,4861D8AD-D053-47FF-944A-104C99519FCC,2022-08-29 13:42:32,,,Remove Tree,Queens,
22893527,3A905801-29AB-4F1D-9D4E-CF5A6536D72A,2022-01-27 18:10:00,2022-01-27 16:18:11,2022-01-27 16:19:00,Hazard,Manhattan,8.0
23389294,751E2418-D050-42E9-8DA2-DDE32ED18EC3,2022-04-17 11:59:00,2022-04-14 17:46:30,2022-04-14 17:47:00,Hazard,Manhattan,7.0
23641664,5D43F919-A047-44D7-960A-651538A30835,2022-05-24 10:12:34,,,Illegal Tree Damage,Bronx,
24189187,FB38E1A6-56C8-4519-A536-7E9FA6F29849,2022-08-05 01:30:00,2022-08-16 13:06:08,2022-08-16 13:06:00,Prune,Brooklyn,6.0
23544521,8E900C97-75C8-4430-BD83-A600B18F6855,2022-05-11 17:39:00,2022-05-11 15:29:56,2022-05-11 15:32:18,Prune,Queens,8.0
23033807,7A21F7C6-704E-4969-8A4F-610D53BF6501,2022-02-15 17:28:00,2022-02-28 17:28:54,,Rescue/Preservation,Queens,7.0
24254238,63F82BF6-3C76-4470-8777-F4B968043465,2022-08-16 15:20:00,2022-08-18 14:15:01,2022-08-18 14:15:28,Prune,Brooklyn,8.0
24254238,63F82BF6-3C76-4470-8777-F4B968043465,2022-08-16 15:20:00,2022-08-18 14:17:49,2022-08-18 14:18:13,Prune,Brooklyn,9.0
23105122,2811916B-EB3C-44FF-A66D-1ADD2692839B,2022-02-24 19:17:00,2022-02-24 13:42:22,2022-02-24 13:45:00,Hazard,Queens,7.0
23105122,2811916B-EB3C-44FF-A66D-1ADD2692839B,2022-02-24 19:17:00,2022-02-24 14:04:21,2022-02-24 14:08:43,Hazard,Queens,9.0
24236826,CB59A53B-53DA-4E85-8C29-9F14795B9DF7,2022-08-11 14:59:20,2022-08-18 16:40:52,2022-08-18 16:41:33,Prune,Bronx,7.0
23608122,F3EB173F-9A27-40AF-8356-8EED20DDE643,2022-05-19 16:03:50,2022-05-19 17:48:21,2022-05-19 17:49:00,Hazard,Brooklyn,8.0
23608122,F3EB173F-9A27-40AF-8356-8EED20DDE643,2022-05-19 16:03:50,2022-05-19 17:48:21,2022-05-19 17:49:00,Hazard,Brooklyn,7.0
23576603,01C29C32-3035-4E23-BABF-459D425450D8,2022-05-15 17:44:47,2022-05-16 16:25:21,2022-05-16 16:25:42,Hazard,Brooklyn,8.0
23656097,A39D67EC-B0A8-45AB-9885-4DF6CA15448A,2022-05-26 00:49:00,2021-09-08 13:12:29,2021-09-08 13:13:02,Remove Tree,Staten Island,6.0
23656097,A39D67EC-B0A8-45AB-9885-4DF6CA15448A,2022-05-26 00:49:00,2021-09-08 13:12:29,2021-09-08 13:13:02,Remove Tree,Staten Island,6.0
23656097,A39D67EC-B0A8-45AB-9885-4DF6CA15448A,2022-05-26 00:49:00,2021-09-08 13:12:29,2021-09-08 13:13:02,Remove Tree,Staten Island,6.0
22995173,EB15E70B-BE7D-465A-A823-5D1CA6BE782F,2022-02-10 17:50:06,,,Prune,Brooklyn,
24324000,CAB3A980-DBE4-4BE7-B9B7-D36FCA7BD533,2022-08-24 18:24:00,2022-08-24 12:13:28,2022-08-24 12:20:05,Prune,Queens,8.0
24188566,2E62B234-0EA7-42BC-B45A-5FFAE3FDC3E5,2022-08-04 19:47:00,2022-08-05 12:38:59,2022-08-05 12:39:00,Hazard,Queens,10.0
23621461,CACD5193-74BE-4B19-9131-970D83AA0E9A,2022-05-21 14:21:09,2022-05-21 17:21:24,2022-05-21 17:23:00,Hazard,Brooklyn,7.0
22963108,D7725E89-37D9-4DF4-8A0C-E724340AE4A4,2022-02-06 19:57:00,2022-02-10 17:10:59,,Prune,Brooklyn,4.0
24350305,DB409FB2-BB6F-49B4-AF53-96F4F6591C38,2022-08-28 18:14:11,,,Hazard,Queens,
24194730,10B77633-F6E7-4688-86A5-24CF0738D2F6,2022-08-05 18:25:20,2022-08-06 15:29:00,2022-08-06 15:31:00,Prune,Queens,6.0
23380959,FD1954AA-6D83-4A85-B022-4887BE7C229E,2022-04-15 13:42:58,,,Plant Tree,Brooklyn,
23062698,90C99252-A390-4A8E-B5BB-97FB708BC959,2022-02-18 18:51:00,2022-02-24 16:22:04,,Prune,Brooklyn,6.0
24107753,DD77722F-F9AC-44B4-9B54-992E67FAE4CD,2022-07-25 12:10:44,2022-08-22 14:22:20,2022-08-22 14:23:10,Prune,Queens,8.0
24107753,DD77722F-F9AC-44B4-9B54-992E67FAE4CD,2022-07-25 12:10:44,2022-08-22 14:22:20,2022-08-22 14:23:10,Prune,Queens,7.0
22861173,2FEB8701-6297-4F5C-9A3A-020C016A9413,2022-01-20 16:01:00,2022-01-20 17:38:09,2022-08-15 11:49:00,Prune,Brooklyn,8.0
22847210,550767EA-2710-4937-BD2D-7D4E2444BA91,2022-01-18 21:40:12,,,Remove Tree,Queens,
23070896,8650539C-5AFB-4C24-B162-18396482C1A8,2022-02-19 22:00:15,,,Prune,Staten Island,
22935348,BB8C6F51-ABA3-46A9-A50F-F67E513A7893,2022-02-02 19:55:07,2022-02-04 16:51:24,,Remove Tree,Brooklyn,8.0
24122771,E1C0B8EB-AA9C-4D58-B36F-7174941DBCD4,2022-07-27 14:25:00,2022-07-27 15:32:47,2022-07-27 15:33:00,Hazard,Manhattan,7.0
22940068,D4BCD26A-DC73-4119-B002-E217C1A071F6,2022-02-03 17:17:00,2022-02-03 17:01:00,2022-02-03 17:13:00,Hazard,Queens,9.0
24276998,6ACFCBF0-3464-4BE7-94D4-F21DADF68DD2,2022-08-19 18:59:00,2022-08-25 15:50:01,2022-08-25 15:50:39,Prune,Brooklyn,7.0
22993404,7753FD7F-37CE-420A-9E3B-75B7355C9FE9,2022-02-10 15:36:47,,,Hazard,Bronx,
24320702,B11677FD-46F8-4617-BE73-D10FD0189401,2022-08-24 14:06:00,2022-08-31 13:40:20,2022-08-31 13:40:00,Prune,Brooklyn,7.0
24228896,ADD0447A-434A-4A5E-BE44-4C7ADA66AAFC,2022-08-09 18:06:00,2022-08-09 14:20:50,2022-08-09 14:25:00,Hazard,Queens,9.0
23085038,FE297D93-4CBA-4BFE-8858-E1433B6C62FB,2022-02-22 14:15:39,,,Hazard,Bronx,
24211077,B2C94B88-AF28-4D82-82B9-D4AF58E78179,2022-08-07 16:26:53,2022-08-22 14:54:49,,Hazard,Bronx,5.0
24194735,1309C4BF-69D2-467F-A357-6AF9FC4CA872,2022-08-05 18:42:00,2022-08-08 16:38:22,2022-08-08 16:39:00,Prune,Brooklyn,7.0
23859476,E4CA3E46-8B68-4FD2-AEAE-2C3B6B53D9E6,2022-06-27 03:41:00,2022-07-07 15:50:00,,Illegal Tree Damage,Brooklyn,5.0
24054916,CB69D325-8800-462C-AFFF-FEF4CFDCACAA,2022-07-18 18:00:00,2022-07-18 14:51:36,2022-07-18 14:54:00,Prune,Queens,8.0
24178364,8065CCB1-A12F-49AA-9FAC-9C1D0C9A02DF,2022-08-03 21:03:00,2022-08-25 13:39:00,2022-08-25 13:39:25,Prune,Brooklyn,9.0
23519197,424F1DCB-014A-42D2-ABDB-C65168C01CAB,2022-05-07 21:33:11,2022-05-09 12:19:35,,Hazard,Bronx,7.0
22927186,0E0A69AA-0A14-4B55-AA03-828FB1F2AEF6,2022-02-01 17:56:00,2022-02-01 13:37:32,2022-02-01 13:41:23,Prune,Queens,8.0
23494287,9273D134-7129-4334-B022-4F80D335FF5F,2022-05-02 14:05:00,2022-05-17 20:10:59,2022-05-17 20:12:00,Hazard,Staten Island,8.0
24115826,479B79E7-B905-4D47-9C29-41B94146D96A,2022-07-26 12:31:00,2022-08-01 15:47:54,,Prune,Staten Island,6.0
24182681,027DCAEC-5745-4C94-B78D-0470F079204B,2022-08-04 11:55:33,2022-08-13 18:33:22,2022-08-13 18:34:28,Hazard,Brooklyn,9.0
24140363,D37CBB06-63D6-4F9E-8616-8F0D9B9C18EE,2022-07-29 17:46:00,2022-08-12 12:26:54,2022-08-12 12:27:44,Prune,Brooklyn,8.0
24215977,89D432DF-F9BB-4387-B1A1-F1EF39BC97F5,2022-08-08 16:34:00,2022-08-09 13:00:00,2022-08-09 13:02:00,Hazard,Queens,9.0
24215977,89D432DF-F9BB-4387-B1A1-F1EF39BC97F5,2022-08-08 16:34:00,2022-08-09 12:58:00,2022-08-09 13:00:00,Hazard,Queens,6.0
23788347,B165DC5E-26C3-4683-BDED-1E589AFC4F0D,2022-06-17 23:47:34,2022-08-15 15:28:08,,Illegal Tree Damage,Bronx,3.0
24238825,C6E16EEA-BF34-4097-BB1A-8546B49D84A9,2022-08-11 14:16:00,2022-06-27 14:49:17,2022-06-27 14:49:48,Prune,Staten Island,6.0
24140367,4791C040-457D-4839-BC25-27927A34C659,2022-07-29 17:58:00,2022-08-12 12:42:03,2022-08-12 12:42:39,Prune,Brooklyn,7.0
23631053,05ABFDCC-628D-4A8C-B75F-A6EE5650B07C,2022-05-22 23:25:09,2022-05-23 15:28:21,2022-05-23 15:29:30,Hazard,Queens,9.0
23631053,05ABFDCC-628D-4A8C-B75F-A6EE5650B07C,2022-05-22 23:25:09,2022-05-23 15:31:06,2022-05-23 15:32:49,Hazard,Queens,9.0
23798281,96110627-26BA-40FE-B456-75542BA3A5CD,2022-06-21 00:08:00,2022-07-01 16:20:07,2022-07-01 16:20:00,Hazard,Brooklyn,9.0
23519102,A073C80F-C2C4-4414-BB88-7302FF4F72F9,2022-05-06 17:25:12,2022-05-10 15:37:24,2022-05-10 15:38:29,Prune,Bronx,6.0
24184321,B869BA74-3203-4F8C-8004-24BF53C7B4BE,2022-08-04 13:06:00,2022-08-09 17:57:22,,Prune,Brooklyn,3.0
23067485,4BDB6F52-4285-4DDE-9F24-10CA8D6DAC45,2022-02-19 14:45:03,2022-02-22 16:27:15,,Hazard,Bronx,6.0
22933731,5EC95EED-86A8-4562-9E8B-5467F96E626A,2022-02-02 17:24:00,2022-02-03 15:37:00,,Prune,Brooklyn,5.0
23074163,F6C90607-0374-4B89-89DA-3AB4F79E75D7,2022-02-20 12:10:00,2022-02-22 14:09:59,2022-02-22 14:14:20,Hazard,Queens,8.0
23583665,DA8BE1FD-8A41-46B2-8013-F8ED50FE9916,2022-05-16 15:17:00,2022-05-23 14:39:19,,Prune,Brooklyn,5.0
23508913,171E7CCE-43F4-4B81-8E50-E4D1689F4019,2022-05-04 19:15:41,,,Prune,Queens,
24239176,B334B0FA-B7CF-409B-8543-DA16F86C346E,2022-08-14 13:34:00,2022-08-22 13:08:11,2022-08-22 13:08:59,Remove Tree,Staten Island,6.0
24136684,E8E3EB78-2D4C-433A-8802-771FF39F9B11,2022-07-29 12:48:00,2022-08-04 14:45:34,,Remove Tree,Staten Island,7.0
22984005,461E48D5-1B4A-4CE4-B389-4C44E97C29E9,2022-02-09 15:50:00,2022-02-15 15:17:20,,Hazard,Brooklyn,4.0
24206902,B59B2E42-4FF3-4565-9BD3-800446F9AC12,2022-08-06 20:19:00,2022-08-09 13:43:44,2022-08-09 13:44:25,Hazard,Queens,6.0
24305934,A2A45D8D-6886-47F0-A946-4B9868674B6E,2022-08-23 13:01:22,,,Prune,Manhattan,
23567274,43C5067B-518B-436F-A133-609CA9C9BCE3,2022-05-13 18:26:00,2022-08-23 15:31:13,2022-08-23 15:31:00,Prune,Manhattan,5.0
23567274,43C5067B-518B-436F-A133-609CA9C9BCE3,2022-05-13 18:26:00,2022-08-23 15:22:00,2022-08-23 15:22:00,Prune,Manhattan,7.0
22996475,60D5C637-9F24-4E3B-B3F0-1A2E1E4DC707,2022-02-10 19:58:00,2022-03-10 16:22:27,2022-03-10 16:24:44,Hazard,Staten Island,9.0
24223723,FDBA838E-85BF-4C9F-A8F3-986475756288,2022-08-09 15:20:00,2022-08-10 12:45:32,2022-08-10 12:46:00,Prune,Brooklyn,7.0
23469207,D7D0901D-D2CC-48B7-8A30-633BF230B61B,2022-04-28 13:07:00,2022-04-29 15:48:03,,Hazard,Staten Island,8.0
23396489,9E4D7D9E-7644-49B1-8ED6-62B1943938B7,2022-04-18 17:40:50,2022-05-02 16:34:35,,Prune,Bronx,8.0
23777243,40FFFC8A-1058-4C11-98DC-791FA4A29376,2022-06-15 08:10:00,2022-06-14 14:36:00,2022-06-14 14:37:00,Illegal Tree Damage,Bronx,
23387184,02A9F1AB-8857-40A1-93F4-4BD1010950BB,2022-04-16 17:25:00,2022-04-22 17:18:47,2022-04-22 17:19:00,Prune,Manhattan,9.0
24330304,493B3080-0928-4D8E-BA7D-556DB6632754,2022-08-25 14:04:00,2022-08-29 10:55:29,2022-08-29 15:27:00,Hazard,Manhattan,8.0
23502217,3D1A674C-7088-4156-82C6-A7AF00CFB2BC,2022-05-03 16:40:51,2022-05-04 12:39:41,2022-05-04 12:43:38,Illegal Tree Damage,Queens,8.0
23056389,2433A843-E7B4-487C-8713-77204DED99FC,2022-02-18 13:51:39,,,Remove Tree,Brooklyn,
24144823,3BDB2ED9-006C-4380-B606-06CCA583276D,2022-07-30 15:05:00,2022-08-12 13:27:31,,Prune,Brooklyn,6.0
23602911,746C888F-B610-4791-98A8-2ABF8D7AE9A7,2022-05-19 13:41:15,,,Hazard,Queens,
23012045,9F975E3D-CD7D-479E-A6EB-260C3B9C2674,2022-02-12 18:21:00,2022-02-14 13:08:54,2022-02-22 16:53:00,Hazard,Manhattan,6.0
24154717,8AD32907-287A-4593-82DB-41F3FF22EDC9,2022-08-01 15:40:00,2022-08-09 16:40:56,,Prune,Brooklyn,5.0
23700683,8AE64454-D243-463B-A481-CBBB02FA65A6,2022-05-31 12:54:00,2022-08-05 16:07:23,,Rescue/Preservation,Brooklyn,3.0
23628081,75B70D1A-695C-49A6-8BAF-002BC8CFF692,2022-05-22 13:09:00,2022-08-05 13:58:58,2022-08-05 13:59:00,Rescue/Preservation,Brooklyn,9.0
23601895,5A0F1EB9-F0AE-48A0-B12D-C002B24D6960,2022-05-18 17:00:16,,,Remove Tree,Queens,
24205214,A219AFFB-BAA9-412D-8030-A1AD14F46881,2022-08-06 18:45:00,2022-08-08 14:24:20,2022-08-08 14:25:02,Hazard,Staten Island,10.0
23444057,D210435C-9C53-46B1-AC04-AC36D0582DF9,2022-04-25 11:11:17,2022-05-06 15:39:32,,Hazard,Bronx,7.0
23085055,718D8773-4960-4360-BD63-ABE9979D69A1,2022-02-22 15:57:16,,,Hazard,Queens,
23594573,D55CAAB2-7E62-47BE-B31E-56866704C4E2,2022-05-17 17:26:00,2022-05-11 12:34:00,2022-06-06 14:19:00,Prune,Queens,8.0
24085428,DA5C283E-5635-4993-B68E-4B07286344D3,2022-07-21 16:16:00,2022-08-09 17:15:34,2022-08-09 17:17:54,Rescue/Preservation,Queens,8.0
24236780,AF81AD58-5DE8-42C3-8045-6FC7B15B9E9A,2022-08-11 10:36:00,,,Hazard,Queens,
24145290,B0B42013-8658-42E5-BD10-484C6B995262,2022-07-30 19:03:00,2022-08-03 14:52:21,2022-08-03 14:53:00,Hazard,Queens,9.0
23553850,3353DF61-4595-4511-A580-C453EECCB287,2022-05-11 16:21:40,2022-05-18 13:58:14,2022-05-18 13:58:55,Remove Tree,Queens,7.0
23553850,3353DF61-4595-4511-A580-C453EECCB287,2022-05-11 16:21:40,2022-05-18 13:58:14,2022-05-18 13:58:55,Remove Tree,Queens,8.0
23553850,3353DF61-4595-4511-A580-C453EECCB287,2022-05-11 16:21:40,2022-05-18 13:58:14,2022-05-18 13:58:55,Remove Tree,Queens,6.0
23507851,92E114C5-B77A-4233-8B08-3B12F384768D,2022-05-04 15:31:00,2022-05-06 13:55:17,,Rescue/Preservation,Brooklyn,4.0
23543939,10D966C7-D87A-4C71-86A6-2FB3D039552D,2022-05-10 19:40:00,2022-05-25 16:50:00,,Remove Tree,Queens,6.0
24225059,F528C963-B1A7-451D-91DC-6A908AE52655,2022-08-18 13:40:55,2022-08-31 14:52:19,2022-08-31 14:52:47,Remove Tree,Brooklyn,6.0
24225059,F528C963-B1A7-451D-91DC-6A908AE52655,2022-08-18 13:40:55,2022-08-31 14:52:19,2022-08-31 14:52:47,Remove Tree,Brooklyn,7.0
23388894,6D1FB69B-2805-483B-AB39-FB11CBC0B4A6,2022-04-17 11:50:00,2022-04-16 15:32:36,2022-04-16 15:33:00,Prune,Manhattan,9.0
24259778,11C47AE9-5115-4154-9E52-10ABA9528AD4,2022-08-16 13:38:45,2022-08-25 12:56:59,2022-08-25 13:00:39,Illegal Tree Damage,Queens,10.0
24259778,11C47AE9-5115-4154-9E52-10ABA9528AD4,2022-08-16 13:38:45,2022-08-25 12:56:59,2022-08-25 13:00:39,Illegal Tree Damage,Queens,10.0
23622878,DA33AC74-BB8E-4064-93BE-FA9D86E33CA8,2022-05-23 11:30:13,2022-05-31 17:42:26,,Hazard,Brooklyn,5.0
23748135,833C6661-88DE-490A-A0B0-A4BA959F5D3D,2022-06-07 13:35:37,2022-07-11 15:58:38,2022-07-11 15:59:15,Hazard,Bronx,8.0
24061128,2400CD5D-6E93-4C7C-8F4A-49F323F8316F,2022-07-19 12:47:00,2022-08-25 16:07:28,2022-08-25 16:07:00,Prune,Manhattan,8.0
24238981,0DD894DE-3F9A-4226-A583-D1AEF2AA3FC7,2022-08-12 11:21:39,2022-08-29 12:39:54,,Hazard,Bronx,7.0
24137257,D46C64DF-C41C-4023-A8DC-700FEB3DFD7F,2022-07-29 15:34:00,2022-08-01 14:11:16,2022-08-01 15:01:00,Hazard,Manhattan,6.0
23872654,9F2C5AA7-1C53-4C85-9BF4-1AC83212D9F6,2022-06-28 15:03:20,2022-06-29 15:40:01,2022-06-29 15:40:15,Rescue/Preservation,Bronx,9.0
23798282,96110627-26BA-40FE-B456-75542BA3A5CD,2022-06-21 00:10:24,,,Hazard,Brooklyn,
23622877,49FA8608-D4CD-4ACC-8E7A-34114A82380E,2022-05-23 11:25:00,,,Hazard,Queens,
22928106,D9B4CB2A-1BC8-4D43-9FAC-5EC91FDDB0B2,2022-02-01 15:16:47,2022-02-09 13:41:44,2022-02-09 13:41:58,Hazard,Bronx,8.0
23463954,35884556-8676-4009-B8FD-840651D2F029,2022-04-27 20:20:00,2022-05-09 16:25:51,,Hazard,Queens,7.0
23463954,35884556-8676-4009-B8FD-840651D2F029,2022-04-27 20:20:00,2022-05-09 16:25:51,,Hazard,Queens,7.0
23463954,35884556-8676-4009-B8FD-840651D2F029,2022-04-27 20:20:00,2022-05-09 16:25:51,,Hazard,Queens,7.0
23463954,35884556-8676-4009-B8FD-840651D2F029,2022-04-27 20:20:00,2022-05-09 16:25:51,,Hazard,Queens,7.0
24198024,2C593D54-3B71-4848-9C03-2B0936217DC9,2022-08-05 19:00:00,2022-08-08 13:22:00,,Prune,Brooklyn,5.0
24173902,E5628DFF-F865-4F15-935F-C64CB0F49C2D,2022-08-03 10:52:00,2022-08-04 16:43:56,2022-08-04 16:44:47,Prune,Bronx,3.0
24247657,A56207B0-7F85-4718-8817-954B327B5A12,2022-08-12 20:49:00,2022-08-17 16:11:54,2022-08-17 16:12:28,Prune,Manhattan,8.0
24232162,8A743B91-1AA6-4391-823F-1813015B374F,2022-08-10 12:02:00,2022-08-10 12:59:35,2022-08-10 13:03:00,Hazard,Queens,10.0
23562644,E1636F54-D38F-413C-ADF8-CB256465E95C,2022-05-12 22:16:00,2022-05-16 15:55:51,,Hazard,Queens,3.0
23509482,E09D195C-71B1-4731-A72B-A36E995122E0,2022-05-04 21:27:00,2022-05-05 10:58:28,2022-05-05 10:59:00,Hazard,Manhattan,7.0
24223705,8926E562-67B2-4439-BB85-84B777D1CC3F,2022-08-09 14:30:00,2022-08-10 14:10:40,,Prune,Brooklyn,7.0
23111440,4E03074D-9552-4135-9785-BE06DAD7FE7D,2022-02-25 15:30:00,2022-02-28 16:11:36,2022-02-28 16:11:53,Hazard,Queens,6.0
22861635,CCC5934C-92BE-407E-86CB-209C71CF93D1,2022-01-20 16:02:00,2022-02-01 14:45:25,2022-02-01 14:46:00,Hazard,Brooklyn,6.0
24255288,812F6B2C-6E91-42C9-8461-36E1858BDA37,2022-08-15 01:01:00,2022-08-16 14:26:18,2022-08-16 14:26:00,Hazard,Queens,8.0
24255288,812F6B2C-6E91-42C9-8461-36E1858BDA37,2022-08-15 01:01:00,2022-08-16 14:26:18,2022-08-16 14:26:00,Hazard,Queens,7.0
24255288,812F6B2C-6E91-42C9-8461-36E1858BDA37,2022-08-15 01:01:00,2022-08-16 14:25:20,2022-08-16 14:26:00,Hazard,Queens,8.0
24255288,812F6B2C-6E91-42C9-8461-36E1858BDA37,2022-08-15 01:01:00,2022-08-16 14:25:20,2022-08-16 14:26:00,Hazard,Queens,7.0
22879411,572EDCB8-7A64-4FCF-B57B-B39642A076E4,2022-01-26 17:21:00,2022-02-09 14:28:46,2022-02-09 14:31:00,Illegal Tree Damage,Staten Island,7.0
23074166,A27760D0-ED75-47A2-A020-5EFD37161E3D,2022-02-21 21:54:00,2022-02-23 18:14:02,,Prune,Brooklyn,3.0
24131972,850FF80C-80A1-475A-8B35-52879DEADDE1,2022-07-28 16:10:00,2022-08-03 11:11:14,2022-08-03 11:13:51,Hazard,Queens,8.0
23166705,C3202F29-D873-449E-97E2-71154F979587,2022-03-06 22:00:00,2022-03-09 14:41:36,2022-03-09 14:43:50,Hazard,Staten Island,9.0
23007565,01B0FDE5-BC42-488E-9E55-1D17D1E24745,2022-02-12 10:10:28,2022-02-18 15:54:38,,Hazard,Bronx,6.0
23019067,5116A6B5-C5A6-4C2A-8050-282F7944815A,2022-02-13 18:20:00,2022-02-28 18:52:15,,Prune,Brooklyn,
22983585,64AB3B15-F4D4-4CB3-B388-E947E271C640,2022-02-09 12:47:00,2022-02-09 16:29:14,2022-02-09 16:31:00,Hazard,Queens,9.0
24232164,CE4FFE8E-5EC3-4D92-8738-77970B891806,2022-08-10 12:55:00,2022-08-17 12:56:02,2022-08-17 12:57:45,Prune,Staten Island,9.0
24199248,1DAA2C85-6D27-4D39-90E0-6B1BED0B5B4B,2022-08-05 19:59:02,2022-08-19 17:50:57,2022-08-19 17:51:45,Remove Tree,Bronx,4.0
24235013,0AD674A1-5336-41C1-A3B4-2A3D95C4E3F8,2022-08-10 21:08:31,2022-08-13 16:57:21,2022-08-13 16:57:46,Remove Tree,Queens,7.0
24235013,0AD674A1-5336-41C1-A3B4-2A3D95C4E3F8,2022-08-10 21:08:31,2022-08-13 16:57:21,2022-08-13 16:57:46,Remove Tree,Queens,6.0
22965537,D49C26F7-76BF-485B-A167-9C1FC9502C8E,2022-02-07 12:00:00,2022-02-08 17:10:00,2022-02-08 17:13:00,Remove Tree,Queens,8.0
22965537,D49C26F7-76BF-485B-A167-9C1FC9502C8E,2022-02-07 12:00:00,2022-02-08 17:10:00,2022-02-08 17:13:00,Remove Tree,Queens,8.0
23562278,AF4E1635-48A0-4389-A134-BB84811F0E04,2022-05-13 14:58:00,2022-05-16 16:10:13,2022-05-16 16:10:00,Prune,Brooklyn,9.0
